# index, name, full_name, locality, group, is_host, _pos
205,Stercorarius antarcticus,"Corynosoma pseudohamanni Zdzitowiecki, 1984",Oceanic Islands,Acanthocephala,1,"array([ 9.43865232, 45.67933425])"
206,Champsocephalus gunnari,"Neolebouria antarctica (Szidat & Graefe, 1967)",Southwest Atlantic,Trematoda,1,"array([25.6034553 , 46.33908377])"
207,Cheirimedon femoratus,"Corynosoma pseudohamanni Zdzitowiecki, 1984",Antarctic Ocean,Acanthocephala,1,"array([ 4.91362554, 51.33796844])"
208,Larus dominicanus,"Stephanoprora uruguayense Holcman-Spector & Olague, 1989",Uruguay,Trematoda,1,"array([ 4.03994528, 16.13486845])"
209,Corynosoma shackletoni,,,Teleostei,0,"array([17.11168336, 36.89185525])"
210,Corynosoma singularis,,,Mammalia,0,"array([13.2593489 , 42.50769177])"
211,Echinorhynchus debenhami,,,NA,0,"array([26.36428641, 48.59833561])"
212,Echinorhynchus muraenolepisi,,,Teleostei,0,"array([ 7.55470901, 57.14892458])"
213,Echinorhynchus petrotschenkoi,,,Teleostei,0,"array([23.33303524, 44.51195517])"
214,Heterosentis heteracanthus,,,NA,0,"array([20.17594249, 40.69219627])"
215,Teleostei,"Podocotyle temensis Fischthal & Thomas, 1970",Western Mediterranean,Trematoda,1,"array([27.57017232, 30.65999044])"
216,Eleginops maclovinus,"Monorcheides popovicii Szidat, 1950",Pacific Ocean,Trematoda,1,"array([29.01898915, 50.33449459])"
217,Heterosentis magellanicus,,,Teleostei,0,"array([29.42263585, 64.86067234])"
218,Hypoechinorhynchus magellanicus,,,Teleostei,0,"array([14.91234868, 59.77500824])"
219,Chionodraco hamatus,"Steringophorus furciger (Olsson, 1867)",Norwegian Sea,Trematoda,1,"array([27.00061305, 38.48232892])"
220,Metacanthocephalus campbelli,,,Teleostei,0,"array([20.80270518, 44.15935941])"
221,Metacanthocephalus dalmori,,,Teleostei,0,"array([21.90696803, 44.1103153 ])"
222,Pogonophryne marmorata,"Stenakron glacialis Zdzitowiecki, 1989",Antarctic Ocean,Trematoda,1,"array([10.5986149 , 54.34142345])"
223,Trematomus nicolai,"Macvicaria pennelli (Leiper & Atkinson, 1914)",Antarctic Ocean,Trematoda,1,"array([19.40593601, 48.53953791])"
224,Metacanthocephalus johnstoni,,,Teleostei,0,"array([23.94128385, 44.11241839])"
225,Metacanthocephalus rennicki,,,Teleostei,0,"array([24.81730239, 44.20484696])"
226,Metechinorhynchus muraenolepisi,,,Teleostei,0,"array([ 7.22652949, 59.91039416])"
227,Profilicollis antarcticus,,,NA,0,"array([ 3.23242377, 21.63644472])"
228,Micropterus coosae,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([11.72591545, 13.62194336])"
229,Acanthocephalus alabamensis,,,Teleostei,0,"array([ 2.41656515, 21.28425466])"
230,Phalacrocorax auritus,"Renicola thapari Caballero, 1953",United States,Trematoda,1,"array([10.36007938, -4.2298084 ])"
231,Andracantha gravida,,,Aves,0,"array([15.08573861, -3.29619346])"
232,Mugil curema,"Hymenocotta manteri Overstreet, 1969",Puerto Rico,Trematoda,1,"array([44.34039258, 19.749052  ])"
233,Floridosentis mugilis,,,NA,0,"array([39.38394648, 13.27033544])"
234,Nyctanassa violacea,"Pygidiopsis pindoramensis Travassos, 1929",United States,Trematoda,1,"array([ 2.49079642, -0.48391383])"
235,Hexaglandula corynsoma,,,Malacostraca,0,"array([ 1.75320338, -4.15819276])"
236,Rattus norvegicus,"Fasciola hepatica Linnaeus, 1758",Western Europe,Trematoda,1,"array([ 19.5697692 , -43.74598607])"
237,Moniliformis moniliformis,,,Mammalia,0,"array([  7.27690388, -54.4562064 ])"
238,Trichocerca rattus,"Schistosoma sinensium Pao, 1959",Thailand,Trematoda,1,"array([ 19.52256501, -52.43653619])"
239,Charadrius wilsonia,"Parorchis holotestis Cable, Connor & Balling, 1960",Puerto Rico,Trematoda,1,"array([-18.52603718,   9.78055929])"
240,Plagiorhynchus crassicolle,,,Aves,0,"array([-27.63329722,  18.75260124])"
241,Netuma bilineatus,"Monodhelmis torpedinis Dollfus, 1937",Northern Indian Ocean,Trematoda,1,"array([85.444728  , 16.37380923])"
242,Acanthosentis arii,,,NA,0,"array([91.8596223 , 16.47430247])"
243,Thysanophrys celebica,"Didymozoon musculi Mordvinova & Nikolaeva, 1991",Red Sea,Trematoda,1,"array([58.36146333, 49.6969548 ])"
244,Bolbosoma vasculosum,,,Mammalia,0,"array([45.43155251, 50.55627061])"
245,Clarias batrachus,"Posthodiplostomum grayii (Verma, 1936)",Philippines,Trematoda,1,"array([67.28898361, -1.54678815])"
246,Centrorhynchus betharidae,,,Teleostei,0,"array([75.22998839,  1.22377923])"
247,Brachirus orientalis,"Proctotrematoides kuwaiti Sey & Nahhas, 1997",Persian Gulf,Trematoda,1,"array([65.87434884, 52.37367355])"
248,Echinorhynchus meyeri,,,Teleostei,0,"array([70.92719282, 60.23701401])"
249,Euroglossa orientalis,"Echinorhynchus veli George & Nadakal, 1978",Northern Indian Ocean,Acanthocephala,1,"array([ 372.60368861, -311.57651631])"
250,Echinorhynchus veli,,,NA,0,"array([ 371.23941274, -309.87266694])"
251,Chorinemus moadetta,"Acanthocolpus chorinemusi Gupta & Srivastava, 1989",Northern Indian Ocean,Trematoda,1,"array([-538.25215032,  120.05176103])"
252,Euzetacanthus chorinemusi,,,NA,0,"array([-540.30872008,  121.0834291 ])"
253,Saurus myops,"Porrocaecum pentkotai Srivastava & Gupta, 1976",Northern Indian Ocean,Nematoda,1,"array([-514.12490651,  167.37433376])"
254,Filisoma inglisi,,,NA,0,"array([-515.33343173,  169.29654204])"
255,Hexaglandula ariusis,,,NA,0,"array([90.83377811, 16.64513489])"
256,Hexaglandula karachiensis,,,NA,0,"array([90.95403966, 14.24026231])"
257,Strongylura strongylura,"Neoechinorhynchus tylosuri Yamaguti, 1939",Pacific Ocean,Acanthocephala,1,"array([77.2317187 ,  6.29243075])"
258,Longicollum indicum,,,NA,0,"array([86.34662153,  6.06715629])"
259,Psettodes erumei,"Pseudopecoeloides psettodi Parukhin, 1983",Southwest Indian Ocean,Trematoda,1,"array([60.19164917, 43.51381607])"
260,Longicollum psettodensai,,,Teleostei,0,"array([68.92795259, 47.11372047])"
261,Belone choram,"Longicollum quiloni Gupta & Naqvi, 1986",Northern Indian Ocean,Acanthocephala,1,"array([-179.29573018,  422.18343717])"
262,Longicollum quiloni,,,NA,0,"array([-181.39189138,  422.69186775])"
263,Echeneis naucrates,"Dinurus scombri Yamaguti, 1934",Southeast Atlantic,Trematoda,1,"array([60.10328083, 49.24771615])"
264,Metarhadinorhynchus echeneisi,,,Teleostei,0,"array([65.39993953, 56.45507456])"
265,Carangoides malabaricus,"Tormopsolus orientalis (Yamaguti, 1934)",South China Sea,Trematoda,1,"array([76.58290729, 42.25253249])"
266,Metarhadinorhynchus valiyathurae,,,NA,0,"array([90.51112575, 45.49380702])"
267,Caranx melampygus,"Uterovesiculurus lemiriensis (Tubangui & Masilungan, 1935)",Northern Indian Ocean,Trematoda,1,"array([94.3705892 , 48.29919224])"
268,Caranx nigripinnis,"Metarhadinorhynchus valiyathurae Nadakal, John & Jacob, 1990",Northern Indian Ocean,Acanthocephala,1,"array([100.12146621,  46.72927558])"
269,Pseudosciaena diacanthus,"Stephanostomum ditrematis (Yamaguti, 1939)",Northern Indian Ocean,Trematoda,1,"array([94.01760517, 57.37622695])"
270,Neoechinorhynchus johni,,,NA,0,"array([103.78306492,  60.74429408])"
271,Neoechinorhynchus johnii,,,Teleostei,0,"array([104.09465441,  62.3864441 ])"
272,Neorhadinorhynchus nudus,,,Teleostei,0,"array([55.16663894, 42.70336249])"
273,Clupea longiceps,"Tenuiproboscis clupei Gupta & Sinha, 1992",Northern Indian Ocean,Acanthocephala,1,"array([ 29.8656311 , 546.76183864])"
274,Pallisentis clupei,,,NA,0,"array([ 31.62098474, 544.86899393])"
275,Plotosus lineatus,"Lecithaster stellatus Looss, 1906",Pacific Ocean,Trematoda,1,"array([77.69505331, 51.38000518])"
276,Paracanthocephaloides plotosi,,,Teleostei,0,"array([86.01327769, 56.98641366])"
277,Pseudorhadinorhynchus cinereus,,,NA,0,"array([71.9881661 , 48.67772533])"
278,Stromateus cinereus,"Helostomatis fotedari Gupta & Tandon, 1983",Oriental,Trematoda,1,"array([64.84649009, 48.64983619])"
279,Pseudorhadinorhynchus cochinensis,,,Teleostei,0,"array([86.5910201 , 44.98941224])"
280,Ariodes dussumieri,"Cucullanus theraponi Rasheed, 1968",Northern Indian Ocean,Nematoda,1,"array([-468.64460988,  249.98750578])"
281,Pseudorhadinorhynchus dussumieri,,,NA,0,"array([-470.9479055,  249.9652055])"
282,Therapon jarbua,"Stictodora manilensis Africa & Garcia, 1935",Philippines,Trematoda,1,"array([61.63947356, 22.3336626 ])"
283,Pseudorhadinorhynchus eranakulensis,,,NA,0,"array([71.04654139, 18.83566833])"
284,Engraulis malabaricus,"Serrasentis engraulisi Gupta & Gupta, 1979",Northern Indian Ocean,Acanthocephala,1,"array([-458.1880512 ,  290.38263854])"
285,Pseudorhadinorhynchus longicollum,,,NA,0,"array([-457.98136147,  292.6403789 ])"
286,Pseudorhadinorhynchus mujibi,,,NA,0,"array([70.67619466, 58.95091996])"
287,Stromateus sinensis,"Tergestia karachiense Bilqees, 1978",Northern Indian Ocean,Trematoda,1,"array([71.65956831, 68.26224869])"
288,Polynemus sextarius,"Uterovesiculurus thrissocli Ahmad, 1980",Northern Indian Ocean,Trematoda,1,"array([78.44966904, 31.53755303])"
289,Raorhynchus polynemi,,,Teleostei,0,"array([71.304522  , 34.50485119])"
290,Gerres setifer,"Tenuiproboscis guptai Gupta & Sinha, 1990",Northern Indian Ocean,Acanthocephala,1,"array([51.02048835, 73.52612253])"
291,Rhadinorhynchus cadenati,,,Teleostei,0,"array([49.54485788, 59.0841193 ])"
292,Echeneis neuocrates,"Rhadinorhynchus echeneisi Gupta & Gupta, 1979",Northern Indian Ocean,Acanthocephala,1,"array([ -45.51918725, -546.35646213])"
293,Rhadinorhynchus echeneisi,,,NA,0,"array([ -43.39850135, -546.71299701])"
294,Pelamys chilensis,"Rhadinorhynchus pelamysi Gupta & Gupta, 1979",Northern Indian Ocean,Acanthocephala,1,"array([-548.87883152,   26.67908483])"
295,Rhadinorhynchus pelamysi,,,NA,0,"array([-549.72000799,   28.78034934])"
296,Rhadinorhynchus plotosi,,,Teleostei,0,"array([85.05202009, 56.46617136])"
297,Polynemus heptadactylus,"Skrjabinopsolus elongatus (Madhavi, 1974)",Northern Indian Ocean,Trematoda,1,"array([82.43402412, 27.70243614])"
298,Rhadinorhynchus polynemi,,,Teleostei,0,"array([72.13020225, 33.50996903])"
299,Pseudorhombus arsius,"Proctotrematoides kuwaiti Sey & Nahhas, 1997",Persian Gulf,Trematoda,1,"array([58.87677928, 42.25561415])"
300,Serrasentis engraulisi,,,NA,0,"array([-457.79005494,  288.11344536])"
301,Cybium guttatum,"Stephanostomum dicotylus Bilqees, 1972",Northern Indian Ocean,Trematoda,1,"array([79.72597605, 51.9636482 ])"
302,Serrasentis giganticus,,,Teleostei,0,"array([79.95471606, 47.66797933])"
303,Muraenesox cinereus,"Tubulovesicula muraenesocis Yamaguti, 1934",South China Sea,Trematoda,1,"array([78.75555467, 26.32852769])"
304,Rachycentron canadum,"Plerurus digitatus (Looss, 1899)",Southwest Indian Ocean,Trematoda,1,"array([68.58979633, 56.68119186])"
305,Serrasentis longiformis,,,Teleostei,0,"array([79.3440608 , 21.87513577])"
306,Parastromateus niger,"Lecithocladium apolecti Velasquez, 1962",Pacific Ocean,Trematoda,1,"array([67.17445299, 26.43804843])"
307,Serrasentis longus,,,NA,0,"array([93.4643754, 15.3754433])"
308,Gomphosus coeruleus,"Serrasentis mujibi Bilqees, 1972",Northern Indian Ocean,Acanthocephala,1,"array([283.66917862, 353.63729043])"
309,Serrasentis mujibi,,,NA,0,"array([285.6330648 , 353.37681906])"
310,Crossorhombus azureus,"Procamallanus crossorhombi (Zaidi & Khan, 1975)",Pakistan,Nematoda,1,"array([86.5827889 , 47.62633755])"
311,Serrasentis nadakali,,,Teleostei,0,"array([70.38727443, 44.87043277])"
312,Cynoglossus dubius,"Plagioporus longicaudus Hafeezullah, 1971",Western coast of India,Trematoda,1,"array([76.23946587, 46.12931072])"
313,Cynoglossus lida,"Macvicaria cynoglossi (Madhavi, 1975)",Western coast of India,Trematoda,1,"array([64.85658992, 42.0249463 ])"
314,Cynoglossus macrostomus,"Plagioporus longicaudus Hafeezullah, 1971",Western coast of India,Trematoda,1,"array([64.79747255, 41.33138268])"
315,Pseudorhombus elevatus,"Plagioporus jagannathi Gupta & Singh, 1985",Western coast of India,Trematoda,1,"array([62.10011068, 41.06714886])"
316,Pseudorhombus javanicus,"Plagioporus jagannathi Gupta & Singh, 1985",Western coast of India,Trematoda,1,"array([62.92127964, 40.37951816])"
317,Pseudorhombus triocellatus,"Monorcheides hafeezullahi Bijukumar, 1997",Western coast of India,Trematoda,1,"array([61.1667599 , 42.64011151])"
318,Samaris cristatus,"Serrasentis nadakali George & Nadakal, 1978",Northern Indian Ocean,Acanthocephala,1,"array([78.2157855 , 48.86242041])"
319,Psenes indicus,"Monascus filiformis (Rudolphi, 1819)",South China Sea,Trematoda,1,"array([63.74100892, 67.4139229 ])"
320,Serrasentis psenesi,,,NA,0,"array([66.63042547, 77.02974345])"
321,Serrasentis sagittifer,,,Teleostei,0,"array([56.55142834, 43.30442011])"
322,Pterois russelii,"Prolecithochirium pterois Yamaguti, 1970",Northern Indian Ocean,Trematoda,1,"array([50.20242039, 45.16418052])"
323,Johnius dussumieri,"Anisakis simplex (Rudolphi, 1809)",South China Sea,Nematoda,1,"array([70.28622895, 34.65296714])"
324,Serrasentis sciaenus,,,Teleostei,0,"array([78.47709758, 34.80049414])"
325,Triacanthus biaculeatus,"Xystretum abalisti Parukhin, 1963",South China Sea,Trematoda,1,"array([74.76407893, 55.48052761])"
326,Tenuiproboscis bilqeesae,,,Teleostei,0,"array([80.00039556, 61.46543385])"
327,Sciaenoides microdon,"Tenuiproboscis edmondi Gupta & Naqvi, 1992",Western coast of India,Acanthocephala,1,"array([489.49514014, 215.90977741])"
328,Tenuiproboscis edmondi,,,NA,0,"array([490.37876458, 217.81741874])"
329,Scatophagus argus,"Paracrepidostomum scatophagusi Lu & Wu, 1996",South China Sea,Trematoda,1,"array([74.26554501, 16.65228915])"
330,Tenuiproboscis ernakulensis,,,Teleostei,0,"array([81.6842105, 13.6399974])"
331,Pristipoma quoraka,"Tenuiproboscis sergenti Choquette & Gayot, 1952",Western coast of India,Acanthocephala,1,"array([  69.28881539, -456.20338118])"
332,Tenuiproboscis sergenti,,,NA,0,"array([  70.4924976 , -457.81204346])"
333,Globicephala melas,"Pholeter gastrophilus (Kossack, 1910)",Western Mediterranean,Trematoda,1,"array([35.41392735, 38.85712741])"
334,Bolbosoma capitatum,,,Mammalia,0,"array([31.99593937, 39.34742835])"
335,Bolbosoma nipponicum,,,Mammalia,0,"array([33.36009903, 26.66444071])"
336,Phocoena phocaena,"Campula oblonga Cobbold, l858",Western Europe,Trematoda,1,"array([31.40781795, 26.85998767])"
337,Corynosoma alaskensis,,,NA,0,"array([17.95876539, 38.75944129])"
338,Delphinapterus leucas,"Odhneriella subtila (Skrjabin, 1959)",Pacific Ocean,Trematoda,1,"array([26.63939364, 32.09865442])"
339,Corynosoma cameroni,,,Mammalia,0,"array([18.81924496, 38.07999234])"
340,Erignathus barbatus,"Pricetrema erignathi Yurakhno, 1969",Arctic Ocean,Trematoda,1,"array([34.40404573, 18.56143343])"
341,Corynosoma erignathi,,,Mammalia,0,"array([47.91637293, 18.6690685 ])"
342,Corynosoma hadweni,,,NA,0,"array([26.21998431, -2.80772315])"
343,Sebastes aleutianus,"Stephanostomum dentatum (Linton, 1900)",Pacific Ocean,Trematoda,1,"array([39.61701038, 31.07972135])"
344,Corynosoma reductum,,,Teleostei,0,"array([33.01013303, 32.78391362])"
345,Sebastes alutus,"Tubulovesicula lindbergi (Layman, 1930)",Pacific Ocean,Trematoda,1,"array([39.30377206, 30.42246671])"
346,Sebastes borealis,"Tubulovesicula lindbergi (Layman, 1930)",Pacific Ocean,Trematoda,1,"array([39.40603576, 29.64162947])"
347,Boreogadus saida,"Lepidapedon gadi (Yamaguti, 1934)",Northeast Atlantic,Trematoda,1,"array([35.15597373, 23.84085175])"
348,Dasycottus setiger,"Stephanostomum ganko Machida, 1984",Sea of Okhotsk,Trematoda,1,"array([33.14277469, 28.71806837])"
349,Eschrichtius robustus,"Ogmogaster plicatus (Creplin, l829)",Pacific Ocean,Trematoda,1,"array([26.44394731, 24.52077042])"
350,Halichoerus grypus,"Pseudoterranova decipiens (Krabbe, 1878)",Western Europe,Nematoda,1,"array([32.89848673, 19.7372817 ])"
351,Hippoglossoides platessoides,"Zoogonoides viviparus (Olsson, 1868)",Western coast of British Isles,Trematoda,1,"array([35.47999859, 29.12737161])"
352,Lycodes raridens,"Contracaecum osculatum (Rudolphi, 1802)",Arctic Ocean,Nematoda,1,"array([36.01443233, 14.00023   ])"
353,Reinhardtius hippoglossoides,"Stenakron vetustum Stafford, 1904",Sea of Okhotsk,Trematoda,1,"array([35.13639423, 29.84076428])"
354,Corynosoma septentrionalis,,,Mammalia,0,"array([17.25567137, 32.66584169])"
355,Eleginus nawaga,"Lepidapedon gadi (Yamaguti, 1934)",Northeast Atlantic,Trematoda,1,"array([38.75929527, 24.81562815])"
356,Gadus morhua,"Hemiurus luehei Odhner, 1905",West Coast of Norway,Trematoda,1,"array([36.88390463, 26.76291822])"
357,Gymnocanthus galeatus,"Rudolphinus crucibulum (Rudolphi, 1819)",Pacific Ocean,Trematoda,1,"array([29.85465175, 25.97724369])"
358,Larus hyperboreus,"Plagiorchis ovoidalis Mamaev, 1959",United States,Trematoda,1,"array([13.63393937,  4.77573773])"
359,Myoxocephalus scorpius,"Prosorhynchus squamatus Odhner, l905",Norwegian Sea,Trematoda,1,"array([35.30252811, 21.80395764])"
360,Gadus chalcogrammus,"Lecithaster gibbosus (Rudolphi, 1802)",Sea of Okhotsk,Trematoda,1,"array([37.58812676, 26.01926363])"
361,Hemilepidotus jordani,"Corynosoma validum Van Cleave, 1953",Arctic Ocean,Acanthocephala,1,"array([45.0387668 ,  1.27827695])"
362,Odobenus rosmarus,"Odhneriella rossica Skriabin, 1915",Arctic Ocean,Trematoda,1,"array([ 32.76591268, -15.38809109])"
363,Corynosoma ventronudum,,,Mammalia,0,"array([24.48759187, 26.36200021])"
364,Corynosoma wegeneri,,,Mammalia,0,"array([31.3306266 , 17.54206544])"
365,Anarhichas denticulatus,"Brachyenteron pycnorganum (Rees, 1953)",Norwegian Sea,Trematoda,1,"array([34.59970262, 33.78455357])"
366,Anarhichas lupus,"Peracreadium idoneum (Nicoll, 1909)",Western coast of British Isles,Trematoda,1,"array([34.03851172, 32.24050836])"
367,Brosme brosme,"Stenakron vetustum Stafford, 1904",Norwegian Sea,Trematoda,1,"array([36.19559576, 31.01926059])"
368,Gadus macrocephalus,"Prosorhynchus crucibulum Rudolphi, 1819",Sea of Okhotsk,Trematoda,1,"array([39.33536868, 28.256753  ])"
369,Gadus ogac,"Lepidapedon elongatum (Lebour, 1908)",Northeast Atlantic,Trematoda,1,"array([42.574682 , 30.0828049])"
370,Glyptocephalus cynoglossus,"Steringophorus furciger (Olsson, 1867)",Atlantic Ocean,Trematoda,1,"array([35.13288199, 32.11752964])"
371,Hippoglossus hippoglossus,"Aporocotyle simplex Odhner, 1900",Pacific Ocean,Trematoda,1,"array([34.47724361, 30.42596195])"
372,Leptagonus decagonus,"Anisorchis opisthorchis Polyansky, 1955",Atlantic Ocean,Trematoda,1,"array([31.993851  , 40.28287157])"
373,Limanda limanda,"Zoogonoides viviparus (Olsson, 1868)",Norwegian Sea,Trematoda,1,"array([35.87723816, 23.69145146])"
374,Lophius piscatorius,"Sterrhurus musculus Looss, 1907",Western Mediterranean,Trematoda,1,"array([43.19333305, 34.38810984])"
375,Macrourus berglax,"Prodistomum orientalis (Layman, 1930)",Southeast Atlantic,Trematoda,1,"array([39.97601846, 40.88306694])"
376,Microgadus proximus,"Echinorhynchus gadi Zoega in Muller, 1776",Atlantic Ocean,Acanthocephala,1,"array([29.88918406, 29.80325724])"
377,Micromesistius poutassou,"Derogenes varicus (Muller, 1784)",Western Mediterranean,Trematoda,1,"array([39.12970459, 31.51048713])"
378,Oncorhynchus gorbuscha,"Tubulovesicula lindbergi (Layman, 1930)",Russia (Asian),Trematoda,1,"array([36.36278592, 20.30078322])"
379,Platichthys flesus,"Zoogonoides viviparus (Olsson, 1868)",Western Europe,Trematoda,1,"array([34.69838861, 17.57771264])"
380,Pollachius virens,"Prosorhynchoides gracilescens (Rudolphi, 1819)",Norwegian Sea,Trematoda,1,"array([36.82154226, 25.92390786])"
381,Coregonus autumnalis,"Tetracotyle variegatus (Creplin, 1825)",Western Europe,Trematoda,1,"array([30.57646711, 15.49160971])"
382,Echinorhynchus leidyi,,,Teleostei,0,"array([30.70942072, 12.49431557])"
383,Metechinorhynchus salmonis,,,Teleostei,0,"array([28.43382528, 10.72195829])"
384,Neoechinorhynchus crassus,,,NA,0,"array([27.4730447 ,  8.18930874])"
385,Gammarus oceanicus,"Podocotyle atomon (Rudolphi, 1802)",Northeast Atlantic,Trematoda,1,"array([20.37988633, 14.87029998])"
386,Polymorphus phippsi,,,Aves,0,"array([9.06390919, 8.3548799 ])"
387,Somateria mollissima,"Psilostomum brevicolle (Creplin, 1829)",Western Europe,Trematoda,1,"array([7.76579899, 0.80924245])"
388,Pseudoechinorhynchus borealis,,,Teleostei,0,"array([29.54555014,  9.12539024])"
